topic,index
7,6725
0,6726
8,6727
8,6728
0,6729
2,6730
0,6731
7,6732
6,6733
2,6734
8,6735
2,6736
5,6737
8,6738
0,6739
0,6740
3,6741
3,6742
6,6743
6,6744
1,6745
2,6746
2,6747
5,6748
2,6749
3,6750
8,6751
0,6752
0,6753
7,6754
7,6755
6,6756
0,6757
8,6758
5,6759
6,6760
1,6761
7,6762
0,6763
6,6764
7,6765
0,6766
3,6767
8,6768
0,6769
0,6770
1,6771
1,6772
8,6773
8,6774
3,6775
7,6776
3,6777
0,6778
0,6779
1,6780
7,6781
3,6782
1,6783
0,6784
0,6785
8,6786
0,6787
3,6788
0,6789
6,6790
8,6791
7,6792
1,6793
6,6794
0,6795
0,6796
8,6797
7,6798
0,6799
8,6800
3,6801
6,6802
8,6803
2,6804
3,6805
1,6806
2,6807
0,6808
0,6809
6,6810
2,6811
0,6812
5,6813
8,6814
6,6815
8,6816
6,6817
8,6818
6,6819
8,6820
2,6821
8,6822
6,6823
0,6824
3,6825
0,6826
6,6827
2,6828
1,6829
6,6830
8,6831
5,6832
6,6833
3,6834
0,6835
8,6836
1,6837
0,6838
0,6839
5,6840
0,6841
6,6842
8,6843
8,6844
1,6845
8,6846
0,6847
0,6848
0,6849
3,6850
0,6851
8,6852
0,6853
0,6854
0,6855
8,6856
8,6857
0,6858
1,6859
1,6860
6,6861
0,6862
6,6863
8,6864
3,6865
0,6866
6,6867
8,6868
6,6869
8,6870
6,6871
7,6872
2,6873
0,6874
0,6875
0,6876
8,6877
6,6878
2,6879
0,6880
7,6881
0,6882
6,6883
0,6884
0,6885
8,6886
6,6887
1,6888
8,6889
0,6890
3,6891
0,6892
8,6893
0,6894
0,6895
8,6896
8,6897
8,6898
6,6899
1,6900
0,6901
8,6902
8,6903
3,6904
0,6905
1,6906
5,6907
8,6908
6,6909
3,6910
7,6911
0,6912
8,6913
2,6914
0,6915
8,6916
6,6917
3,6918
8,6919
6,6920
8,6921
2,6922
6,6923
3,6924
0,6925
2,6926
8,6927
3,6928
2,6929
0,6930
3,6931
3,6932
2,6933
1,6934
0,6935
8,6936
1,6937
7,6938
0,6939
0,6940
6,6941
2,6942
8,6943
1,6944
2,6945
3,6946
0,6947
3,6948
1,6949
2,6950
8,6951
7,6952
1,6953
7,6954
8,6955
7,6956
2,6957
0,6958
3,6959
0,6960
2,6961
7,6962
3,6963
2,6964
0,6965
0,6966
2,6967
1,6968
5,6969
5,6970
0,6971
2,6972
2,6973
0,6974
8,6975
8,6976
3,6977
0,6978
6,6979
0,6980
8,6981
2,6982
3,6983
0,6984
0,6985
0,6986
3,6987
6,6988
2,6989
8,6990
0,6991
6,6992
8,6993
0,6994
8,6995
8,6996
0,6997
8,6998
0,6999
7,7000
2,7001
0,7002
0,7003
0,7004
1,7005
3,7006
6,7007
0,7008
2,7009
6,7010
0,7011
8,7012
0,7013
3,7014
0,7015
0,7016
0,7017
2,7018
1,7019
0,7020
6,7021
2,7022
6,7023
8,7024
8,7025
0,7026
5,7027
3,7028
0,7029
8,7030
0,7031
0,7032
6,7033
3,7034
0,7035
8,7036
6,7037
8,7038
2,7039
2,7040
5,7041
7,7042
3,7043
8,7044
1,7045
0,7046
8,7047
0,7048
0,7049
8,7050
2,7051
1,7052
0,7053
8,7054
8,7055
2,7056
0,7057
0,7058
0,7059
8,7060
7,7061
0,7062
0,7063
3,7064
0,7065
8,7066
0,7067
0,7068
2,7069
8,7070
1,7071
8,7072
0,7073
0,7074
1,7075
8,7076
7,7077
0,7078
8,7079
3,7080
2,7081
0,7082
8,7083
3,7084
3,7085
8,7086
0,7087
8,7088
3,7089
0,7090
8,7091
3,7092
7,7093
2,7094
0,7095
7,7096
6,7097
0,7098
0,7099
6,7100
0,7101
0,7102
3,7103
8,7104
7,7105
6,7106
3,7107
6,7108
0,7109
5,7110
3,7111
2,7112
2,7113
8,7114
3,7115
7,7116
5,7117
0,7118
0,7119
0,7120
3,7121
0,7122
1,7123
3,7124
0,7125
0,7126
3,7127
7,7128
0,7129
1,7130
2,7131
0,7132
0,7133
8,7134
1,7135
0,7136
8,7137
5,7138
2,7139
6,7140
0,7141
7,7142
1,7143
3,7144
8,7145
0,7146
7,7147
7,7148
8,7149
6,7150
3,7151
0,7152
2,7153
2,7154
0,7155
2,7156
8,7157
0,7158
8,7159
0,7160
3,7161
8,7162
0,7163
7,7164
0,7165
3,7166
2,7167
0,7168
0,7169
6,7170
8,7171
8,7172
3,7173
8,7174
1,7175
6,7176
5,7177
8,7178
2,7179
6,7180
0,7181
1,7182
6,7183
8,7184
8,7185
7,7186
5,7187
3,7188
3,7189
6,7190
6,7191
6,7192
1,7193
8,7194
8,7195
6,7196
6,7197
0,7198
0,7199
8,7200
8,7201
1,7202
8,7203
7,7204
3,7205
8,7206
3,7207
2,7208
6,7209
6,7210
0,7211
1,7212
0,7213
3,7214
8,7215
2,7216
8,7217
8,7218
6,7219
0,7220
0,7221
0,7222
3,7223
0,7224
0,7225
7,7226
0,7227
8,7228
3,7229
5,7230
2,7231
5,7232
0,7233
3,7234
8,7235
1,7236
8,7237
8,7238
6,7239
2,7240
2,7241
0,7242
2,7243
6,7244
0,7245
2,7246
1,7247
0,7248
1,7249
0,7250
6,7251
3,7252
1,7253
6,7254
3,7255
0,7256
0,7257
1,7258
0,7259
6,7260
0,7261
0,7262
8,7263
0,7264
8,7265
6,7266
8,7267
2,7268
1,7269
8,7270
6,7271
0,7272
0,7273
2,7274
2,7275
6,7276
0,7277
0,7278
8,7279
3,7280
0,7281
8,7282
6,7283
8,7284
8,7285
3,7286
1,7287
0,7288
6,7289
7,7290
2,7291
3,7292
0,7293
8,7294
8,7295
1,7296
7,7297
0,7298
5,7299
3,7300
5,7301
7,7302
3,7303
0,7304
0,7305
1,7306
8,7307
8,7308
7,7309
8,7310
0,7311
8,7312
0,7313
0,7314
8,7315
7,7316
5,7317
8,7318
5,7319
0,7320
6,7321
3,7322
1,7323
3,7324
2,7325
2,7326
7,7327
8,7328
8,7329
0,7330
6,7331
8,7332
0,7333
0,7334
0,7335
2,7336
0,7337
6,7338
2,7339
0,7340
2,7341
1,7342
2,7343
0,7344
8,7345
7,7346
6,7347
8,7348
6,7349
0,7350
6,7351
0,7352
7,7353
3,7354
8,7355
0,7356
5,7357
0,7358
7,7359
0,7360
1,7361
0,7362
1,7363
0,7364
3,7365
8,7366
6,7367
6,7368
1,7369
0,7370
0,7371
7,7372
5,7373
1,7374
6,7375
8,7376
0,7377
3,7378
8,7379
1,7380
2,7381
8,7382
6,7383
0,7384
6,7385
2,7386
3,7387
6,7388
0,7389
8,7390
0,7391
2,7392
1,7393
2,7394
6,7395
1,7396
0,7397
8,7398
1,7399
2,7400
1,7401
3,7402
0,7403
8,7404
3,7405
6,7406
8,7407
1,7408
2,7409
8,7410
8,7411
0,7412
6,7413
3,7414
3,7415
0,7416
8,7417
8,7418
7,7419
3,7420
7,7421
2,7422
0,7423
8,7424
6,7425
8,7426
0,7427
0,7428
8,7429
3,7430
0,7431
0,7432
1,7433
0,7434
1,7435
6,7436
8,7437
0,7438
0,7439
7,7440
6,7441
0,7442
1,7443
8,7444
0,7445
6,7446
0,7447
8,7448
0,7449
7,7450
1,7451
3,7452
0,7453
6,7454
0,7455
8,7456
6,7457
8,7458
0,7459
6,7460
7,7461
0,7462
6,7463
6,7464
6,7465
1,7466
6,7467
6,7468
1,7469
2,7470
7,7471
2,7472
0,7473
3,7474
1,7475
0,7476
8,7477
2,7478
3,7479
0,7480
6,7481
7,7482
3,7483
0,7484
2,7485
3,7486
0,7487
3,7488
8,7489
8,7490
3,7491
2,7492
0,7493
2,7494
0,7495
0,7496
3,7497
0,7498
0,7499
8,7500
7,7501
1,7502
0,7503
8,7504
0,7505
6,7506
0,7507
8,7508
0,7509
0,7510
2,7511
2,7512
6,7513
7,7514
0,7515
3,7516
0,7517
8,7518
6,7519
1,7520
2,7521
3,7522
7,7523
8,7524
0,7525
7,7526
1,7527
5,7528
2,7529
3,7530
6,7531
0,7532
2,7533
2,7534
3,7535
1,7536
6,7537
2,7538
8,7539
8,7540
0,7541
5,7542
8,7543
2,7544
0,7545
8,7546
6,7547
8,7548
8,7549
2,7550
3,7551
6,7552
7,7553
0,7554
8,7555
6,7556
0,7557
8,7558
0,7559
0,7560
6,7561
8,7562
0,7563
0,7564
0,7565
6,7566
0,7567
2,7568
3,7569
0,7570
0,7571
6,7572
2,7573
2,7574
0,7575
7,7576
0,7577
0,7578
6,7579
3,7580
8,7581
0,7582
0,7583
8,7584
1,7585
0,7586
2,7587
0,7588
2,7589
7,7590
6,7591
1,7592
8,7593
6,7594
8,7595
2,7596
8,7597
1,7598
0,7599
0,7600
1,7601
0,7602
7,7603
0,7604
6,7605
1,7606
0,7607
6,7608
8,7609
6,7610
0,7611
1,7612
1,7613
0,7614
8,7615
6,7616
5,7617
0,7618
0,7619
6,7620
0,7621
8,7622
6,7623
8,7624
0,7625
7,7626
0,7627
3,7628
3,7629
0,7630
0,7631
8,7632
0,7633
6,7634
2,7635
5,7636
8,7637
0,7638
0,7639
2,7640
0,7641
0,7642
8,7643
0,7644
7,7645
0,7646
8,7647
2,7648
0,7649
0,7650
5,7651
0,7652
8,7653
0,7654
0,7655
8,7656
7,7657
0,7658
8,7659
0,7660
0,7661
1,7662
3,7663
0,7664
0,7665
8,7666
8,7667
3,7668
2,7669
8,7670
0,7671
0,7672
3,7673
0,7674
0,7675
2,7676
0,7677
0,7678
2,7679
8,7680
0,7681
8,7682
3,7683
0,7684
0,7685
8,7686
0,7687
6,7688
0,7689
1,7690
1,7691
2,7692
5,7693
0,7694
3,7695
8,7696
8,7697
8,7698
3,7699
0,7700
3,7701
1,7702
3,7703
6,7704
0,7705
8,7706
1,7707
0,7708
0,7709
0,7710
0,7711
0,7712
1,7713
6,7714
0,7715
8,7716
0,7717
8,7718
1,7719
8,7720
8,7721
6,7722
1,7723
1,7724
8,7725
1,7726
0,7727
7,7728
7,7729
0,7730
6,7731
8,7732
8,7733
6,7734
1,7735
1,7736
2,7737
2,7738
8,7739
8,7740
8,7741
3,7742
8,7743
8,7744
3,7745
1,7746
0,7747
8,7748
8,7749
5,7750
0,7751
0,7752
8,7753
0,7754
3,7755
3,7756
8,7757
3,7758
6,7759
8,7760
7,7761
8,7762
2,7763
0,7764
3,7765
3,7766
0,7767
8,7768
8,7769
8,7770
2,7771
7,7772
3,7773
1,7774
7,7775
2,7776
2,7777
0,7778
0,7779
0,7780
6,7781
0,7782
2,7783
2,7784
0,7785
0,7786
0,7787
7,7788
3,7789
2,7790
2,7791
8,7792
6,7793
6,7794
1,7795
8,7796
0,7797
6,7798
0,7799
3,7800
6,7801
2,7802
8,7803
3,7804
8,7805
8,7806
0,7807
0,7808
8,7809
0,7810
1,7811
0,7812
1,7813
3,7814
2,7815
2,7816
0,7817
3,7818
7,7819
0,7820
8,7821
8,7822
8,7823
2,7824
8,7825
3,7826
8,7827
7,7828
8,7829
2,7830
3,7831
5,7832
3,7833
1,7834
8,7835
0,7836
0,7837
1,7838
0,7839
6,7840
3,7841
1,7842
7,7843
0,7844
6,7845
0,7846
5,7847
3,7848
8,7849
8,7850
5,7851
0,7852
7,7853
0,7854
8,7855
3,7856
2,7857
7,7858
0,7859
7,7860
8,7861
2,7862
0,7863
8,7864
0,7865
3,7866
2,7867
6,7868
0,7869
8,7870
7,7871
6,7872
6,7873
8,7874
8,7875
8,7876
0,7877
8,7878
3,7879
2,7880
1,7881
3,7882
7,7883
8,7884
3,7885
2,7886
2,7887
6,7888
3,7889
3,7890
8,7891
1,7892
8,7893
6,7894
1,7895
6,7896
0,7897
1,7898
3,7899
2,7900
6,7901
0,7902
2,7903
0,7904
1,7905
7,7906
3,7907
8,7908
0,7909
7,7910
0,7911
0,7912
6,7913
0,7914
0,7915
1,7916
8,7917
6,7918
0,7919
0,7920
3,7921
2,7922
0,7923
0,7924
3,7925
6,7926
3,7927
8,7928
8,7929
8,7930
8,7931
0,7932
8,7933
3,7934
3,7935
2,7936
3,7937
8,7938
2,7939
7,7940
3,7941
0,7942
6,7943
2,7944
8,7945
6,7946
8,7947
0,7948
2,7949
8,7950
0,7951
2,7952
8,7953
0,7954
8,7955
7,7956
0,7957
0,7958
3,7959
0,7960
6,7961
8,7962
3,7963
6,7964
8,7965
6,7966
0,7967
1,7968
6,7969
0,7970
8,7971
6,7972
1,7973
0,7974
6,7975
6,7976
8,7977
0,7978
0,7979
0,7980
7,7981
3,7982
8,7983
0,7984
7,7985
1,7986
0,7987
2,7988
8,7989
3,7990
0,7991
0,7992
0,7993
8,7994
6,7995
3,7996
6,7997
6,7998
2,7999
0,8000
0,8001
7,8002
6,8003
0,8004
0,8005
0,8006
1,8007
0,8008
0,8009
7,8010
7,8011
2,8012
6,8013
8,8014
0,8015
0,8016
2,8017
7,8018
0,8019
2,8020
6,8021
8,8022
8,8023
0,8024
3,8025
6,8026
1,8027
0,8028
0,8029
3,8030
2,8031
1,8032
1,8033
1,8034
1,8035
8,8036
3,8037
6,8038
8,8039
6,8040
1,8041
2,8042
3,8043
8,8044
1,8045
2,8046
1,8047
1,8048
1,8049
8,8050
5,8051
0,8052
1,8053
0,8054
8,8055
8,8056
1,8057
3,8058
0,8059
8,8060
3,8061
0,8062
8,8063
2,8064
3,8065
6,8066
0,8067
2,8068
0,8069
8,8070
3,8071
0,8072
2,8073
7,8074
1,8075
0,8076
6,8077
8,8078
2,8079
1,8080
8,8081
3,8082
7,8083
6,8084
8,8085
6,8086
2,8087
6,8088
8,8089
8,8090
8,8091
2,8092
0,8093
3,8094
6,8095
0,8096
0,8097
7,8098
0,8099
2,8100
2,8101
6,8102
6,8103
2,8104
8,8105
0,8106
8,8107
3,8108
3,8109
0,8110
5,8111
2,8112
0,8113
3,8114
8,8115
2,8116
8,8117
3,8118
8,8119
0,8120
2,8121
6,8122
8,8123
7,8124
0,8125
3,8126
3,8127
8,8128
2,8129
6,8130
0,8131
8,8132
6,8133
1,8134
2,8135
0,8136
6,8137
3,8138
8,8139
8,8140
2,8141
0,8142
8,8143
6,8144
3,8145
8,8146
8,8147
2,8148
6,8149
6,8150
0,8151
0,8152
6,8153
7,8154
0,8155
0,8156
8,8157
7,8158
7,8159
0,8160
6,8161
8,8162
0,8163
0,8164
0,8165
2,8166
0,8167
0,8168
0,8169
6,8170
0,8171
3,8172
0,8173
0,8174
8,8175
3,8176
3,8177
8,8178
8,8179
8,8180
6,8181
8,8182
6,8183
0,8184
5,8185
6,8186
6,8187
8,8188
3,8189
3,8190
3,8191
5,8192
3,8193
7,8194
5,8195
8,8196
8,8197
1,8198
0,8199
0,8200
8,8201
0,8202
8,8203
1,8204
6,8205
3,8206
2,8207
6,8208
0,8209
3,8210
8,8211
6,8212
3,8213
0,8214
8,8215
2,8216
8,8217
6,8218
8,8219
8,8220
3,8221
1,8222
8,8223
0,8224
8,8225
8,8226
2,8227
8,8228
0,8229
2,8230
7,8231
2,8232
0,8233
0,8234
8,8235
2,8236
3,8237
8,8238
8,8239
0,8240
8,8241
0,8242
0,8243
2,8244
0,8245
0,8246
1,8247
3,8248
8,8249
1,8250
2,8251
0,8252
0,8253
0,8254
8,8255
6,8256
0,8257
0,8258
8,8259
2,8260
1,8261
7,8262
6,8263
8,8264
6,8265
7,8266
0,8267
3,8268
2,8269
8,8270
0,8271
0,8272
6,8273
0,8274
7,8275
0,8276
3,8277
6,8278
0,8279
7,8280
3,8281
6,8282
8,8283
8,8284
3,8285
6,8286
0,8287
7,8288
8,8289
8,8290
8,8291
3,8292
5,8293
0,8294
6,8295
3,8296
2,8297
0,8298
8,8299
2,8300
7,8301
3,8302
0,8303
0,8304
6,8305
0,8306
7,8307
0,8308
1,8309
2,8310
6,8311
0,8312
3,8313
8,8314
7,8315
3,8316
0,8317
1,8318
2,8319
2,8320
0,8321
0,8322
0,8323
8,8324
8,8325
6,8326
3,8327
1,8328
2,8329
6,8330
3,8331
8,8332
2,8333
1,8334
0,8335
8,8336
8,8337
7,8338
0,8339
3,8340
6,8341
8,8342
5,8343
0,8344
8,8345
0,8346
0,8347
8,8348
8,8349
2,8350
6,8351
0,8352
3,8353
1,8354
2,8355
6,8356
1,8357
0,8358
3,8359
8,8360
0,8361
0,8362
8,8363
0,8364
5,8365
6,8366
8,8367
0,8368
0,8369
2,8370
0,8371
2,8372
3,8373
6,8374
0,8375
3,8376
1,8377
0,8378
0,8379
2,8380
0,8381
3,8382
7,8383
6,8384
8,8385
0,8386
0,8387
3,8388
0,8389
0,8390
7,8391
2,8392
6,8393
3,8394
1,8395
2,8396
0,8397
2,8398
8,8399
6,8400
2,8401
0,8402
0,8403
8,8404
8,8405
8,8406
0,8407
8,8408
1,8409
6,8410
8,8411
3,8412
3,8413
8,8414
2,8415
8,8416
1,8417
8,8418
5,8419
8,8420
3,8421
2,8422
8,8423
6,8424
0,8425
1,8426
2,8427
0,8428
1,8429
8,8430
6,8431
2,8432
8,8433
3,8434
8,8435
1,8436
0,8437
6,8438
0,8439
0,8440
3,8441
3,8442
1,8443
8,8444
7,8445
8,8446
0,8447
0,8448
1,8449
1,8450
8,8451
1,8452
8,8453
1,8454
0,8455
0,8456
6,8457
3,8458
6,8459
3,8460
3,8461
1,8462
0,8463
8,8464
7,8465
3,8466
1,8467
1,8468
2,8469
6,8470
2,8471
0,8472
0,8473
6,8474
3,8475
0,8476
8,8477
8,8478
3,8479
0,8480
6,8481
5,8482
6,8483
6,8484
0,8485
0,8486
0,8487
8,8488
5,8489
0,8490
0,8491
6,8492
8,8493
8,8494
3,8495
3,8496
2,8497
1,8498
8,8499
1,8500
3,8501
1,8502
8,8503
1,8504
7,8505
8,8506
2,8507
0,8508
0,8509
8,8510
3,8511
2,8512
0,8513
3,8514
6,8515
8,8516
8,8517
0,8518
2,8519
7,8520
6,8521
7,8522
8,8523
8,8524
6,8525
8,8526
7,8527
0,8528
2,8529
8,8530
0,8531
7,8532
0,8533
2,8534
0,8535
0,8536
6,8537
8,8538
6,8539
1,8540
8,8541
0,8542
8,8543
1,8544
8,8545
3,8546
3,8547
8,8548
8,8549
6,8550
8,8551
2,8552
0,8553
0,8554
0,8555
1,8556
3,8557
0,8558
8,8559
0,8560
8,8561
0,8562
3,8563
3,8564
0,8565
8,8566
1,8567
2,8568
0,8569
0,8570
8,8571
6,8572
0,8573
8,8574
1,8575
2,8576
0,8577
3,8578
2,8579
1,8580
0,8581
8,8582
0,8583
6,8584
5,8585
3,8586
3,8587
0,8588
5,8589
8,8590
0,8591
3,8592
2,8593
0,8594
6,8595
1,8596
2,8597
0,8598
8,8599
8,8600
3,8601
7,8602
8,8603
1,8604
1,8605
3,8606
8,8607
0,8608
8,8609
8,8610
0,8611
8,8612
8,8613
0,8614
6,8615
7,8616
6,8617
2,8618
8,8619
6,8620
0,8621
0,8622
0,8623
8,8624
0,8625
2,8626
0,8627
6,8628
8,8629
6,8630
6,8631
0,8632
2,8633
8,8634
0,8635
3,8636
0,8637
8,8638
6,8639
6,8640
3,8641
8,8642
0,8643
0,8644
7,8645
0,8646
0,8647
6,8648
3,8649
6,8650
1,8651
2,8652
0,8653
0,8654
0,8655
8,8656
6,8657
3,8658
7,8659
6,8660
3,8661
8,8662
0,8663
8,8664
2,8665
0,8666
1,8667
6,8668
6,8669
2,8670
0,8671
0,8672
3,8673
6,8674
0,8675
8,8676
8,8677
7,8678
8,8679
3,8680
7,8681
0,8682
3,8683
3,8684
2,8685
2,8686
8,8687
0,8688
6,8689
6,8690
1,8691
3,8692
0,8693
0,8694
0,8695
7,8696
1,8697
7,8698
5,8699
3,8700
8,8701
3,8702
2,8703
2,8704
3,8705
8,8706
0,8707
0,8708
1,8709
6,8710
1,8711
0,8712
3,8713
3,8714
8,8715
8,8716
0,8717
6,8718
0,8719
7,8720
0,8721
0,8722
7,8723
6,8724
8,8725
0,8726
3,8727
8,8728
8,8729
3,8730
8,8731
3,8732
0,8733
0,8734
0,8735
1,8736
0,8737
6,8738
3,8739
1,8740
3,8741
8,8742
8,8743
3,8744
6,8745
8,8746
2,8747
7,8748
2,8749
6,8750
2,8751
0,8752
3,8753
1,8754
6,8755
8,8756
8,8757
6,8758
0,8759
0,8760
0,8761
1,8762
0,8763
2,8764
6,8765
0,8766
0,8767
6,8768
6,8769
0,8770
0,8771
1,8772
0,8773
6,8774
0,8775
0,8776
2,8777
6,8778
0,8779
6,8780
6,8781
6,8782
3,8783
6,8784
6,8785
0,8786
0,8787
0,8788
0,8789
0,8790
2,8791
0,8792
0,8793
0,8794
0,8795
0,8796
6,8797
0,8798
0,8799
0,8800
0,8801
1,8802
6,8803
0,8804
6,8805
1,8806
0,8807
6,8808
6,8809
6,8810
0,8811
0,8812
6,8813
0,8814
0,8815
0,8816
0,8817
0,8818
0,8819
0,8820
1,8821
7,8822
1,8823
0,8824
0,8825
2,8826
0,8827
0,8828
6,8829
6,8830
0,8831
2,8832
6,8833
0,8834
6,8835
0,8836
6,8837
0,8838
1,8839
0,8840
2,8841
0,8842
6,8843
0,8844
1,8845
0,8846
6,8847
8,8848
3,8849
0,8850
0,8851
6,8852
0,8853
0,8854
0,8855
0,8856
6,8857
7,8858
8,8859
2,8860
0,8861
6,8862
0,8863
2,8864
0,8865
7,8866
0,8867
6,8868
6,8869
1,8870
0,8871
0,8872
6,8873
0,8874
0,8875
0,8876
6,8877
0,8878
6,8879
0,8880
6,8881
0,8882
0,8883
8,8884
0,8885
0,8886
0,8887
6,8888
0,8889
2,8890
8,8891
0,8892
6,8893
2,8894
6,8895
0,8896
5,8897
6,8898
8,8899
0,8900
0,8901
6,8902
6,8903
0,8904
6,8905
0,8906
0,8907
0,8908
1,8909
6,8910
0,8911
0,8912
0,8913
0,8914
0,8915
0,8916
0,8917
0,8918
2,8919
0,8920
0,8921
0,8922
0,8923
0,8924
0,8925
0,8926
0,8927
7,8928
0,8929
0,8930
0,8931
6,8932
0,8933
0,8934
6,8935
6,8936
5,8937
0,8938
2,8939
2,8940
6,8941
0,8942
0,8943
0,8944
6,8945
6,8946
0,8947
2,8948
0,8949
3,8950
0,8951
0,8952
0,8953
6,8954
0,8955
0,8956
0,8957
0,8958
0,8959
1,8960
0,8961
6,8962
2,8963
0,8964
0,8965
3,8966
0,8967
0,8968
3,8969
0,8970
0,8971
6,8972
6,8973
7,8974
0,8975
2,8976
1,8977
0,8978
6,8979
0,8980
0,8981
1,8982
1,8983
6,8984
0,8985
6,8986
1,8987
0,8988
0,8989
6,8990
6,8991
0,8992
0,8993
1,8994
6,8995
6,8996
6,8997
0,8998
0,8999
7,9000
6,9001
6,9002
2,9003
6,9004
0,9005
0,9006
0,9007
0,9008
1,9009
6,9010
0,9011
0,9012
0,9013
6,9014
0,9015
8,9016
0,9017
0,9018
0,9019
0,9020
6,9021
0,9022
2,9023
0,9024
0,9025
0,9026
0,9027
6,9028
6,9029
6,9030
1,9031
5,9032
0,9033
2,9034
0,9035
0,9036
7,9037
6,9038
6,9039
0,9040
0,9041
3,9042
0,9043
0,9044
6,9045
0,9046
8,9047
0,9048
0,9049
6,9050
6,9051
0,9052
0,9053
6,9054
6,9055
0,9056
0,9057
0,9058
0,9059
0,9060
6,9061
0,9062
0,9063
2,9064
0,9065
8,9066
0,9067
6,9068
0,9069
5,9070
0,9071
6,9072
6,9073
0,9074
0,9075
1,9076
0,9077
0,9078
0,9079
3,9080
0,9081
6,9082
6,9083
0,9084
0,9085
0,9086
0,9087
6,9088
0,9089
0,9090
6,9091
0,9092
6,9093
8,9094
2,9095
0,9096
0,9097
0,9098
6,9099
0,9100
0,9101
0,9102
2,9103
0,9104
2,9105
0,9106
0,9107
0,9108
0,9109
6,9110
2,9111
0,9112
0,9113
0,9114
0,9115
2,9116
0,9117
0,9118
0,9119
8,9120
6,9121
0,9122
0,9123
5,9124
0,9125
0,9126
6,9127
0,9128
6,9129
0,9130
0,9131
6,9132
0,9133
6,9134
6,9135
0,9136
2,9137
0,9138
1,9139
6,9140
6,9141
0,9142
6,9143
1,9144
0,9145
7,9146
6,9147
0,9148
0,9149
0,9150
0,9151
1,9152
0,9153
0,9154
0,9155
2,9156
6,9157
0,9158
0,9159
0,9160
0,9161
2,9162
0,9163
6,9164
0,9165
6,9166
2,9167
6,9168
0,9169
0,9170
0,9171
0,9172
1,9173
0,9174
0,9175
6,9176
0,9177
1,9178
6,9179
8,9180
2,9181
0,9182
6,9183
0,9184
0,9185
0,9186
0,9187
0,9188
0,9189
0,9190
0,9191
6,9192
6,9193
0,9194
0,9195
6,9196
2,9197
0,9198
0,9199
0,9200
0,9201
0,9202
3,9203
0,9204
6,9205
2,9206
1,9207
0,9208
0,9209
6,9210
0,9211
6,9212
6,9213
0,9214
0,9215
2,9216
0,9217
6,9218
0,9219
6,9220
6,9221
0,9222
0,9223
0,9224
6,9225
1,9226
0,9227
0,9228
6,9229
0,9230
6,9231
0,9232
0,9233
6,9234
6,9235
6,9236
0,9237
0,9238
0,9239
0,9240
6,9241
0,9242
0,9243
0,9244
6,9245
0,9246
2,9247
0,9248
5,9249
0,9250
0,9251
6,9252
6,9253
2,9254
0,9255
3,9256
0,9257
3,9258
5,9259
0,9260
0,9261
2,9262
3,9263
0,9264
6,9265
6,9266
6,9267
0,9268
0,9269
3,9270
0,9271
6,9272
6,9273
0,9274
0,9275
0,9276
6,9277
0,9278
0,9279
6,9280
0,9281
6,9282
6,9283
2,9284
6,9285
5,9286
0,9287
0,9288
0,9289
3,9290
0,9291
0,9292
0,9293
2,9294
0,9295
6,9296
0,9297
0,9298
2,9299
6,9300
7,9301
5,9302
0,9303
0,9304
0,9305
0,9306
3,9307
6,9308
0,9309
0,9310
0,9311
0,9312
0,9313
6,9314
3,9315
6,9316
0,9317
0,9318
0,9319
0,9320
0,9321
0,9322
0,9323
7,9324
6,9325
0,9326
6,9327
6,9328
2,9329
3,9330
0,9331
0,9332
0,9333
0,9334
0,9335
0,9336
0,9337
3,9338
1,9339
0,9340
0,9341
0,9342
6,9343
0,9344
6,9345
0,9346
7,9347
0,9348
0,9349
6,9350
0,9351
0,9352
1,9353
2,9354
0,9355
0,9356
0,9357
0,9358
5,9359
2,9360
0,9361
0,9362
0,9363
0,9364
0,9365
0,9366
3,9367
0,9368
0,9369
1,9370
0,9371
0,9372
2,9373
1,9374
6,9375
2,9376
1,9377
2,9378
2,9379
0,9380
0,9381
6,9382
6,9383
0,9384
0,9385
0,9386
0,9387
2,9388
6,9389
2,9390
0,9391
6,9392
7,9393
0,9394
0,9395
6,9396
0,9397
6,9398
6,9399
0,9400
1,9401
6,9402
6,9403
0,9404
0,9405
0,9406
0,9407
0,9408
6,9409
0,9410
0,9411
0,9412
0,9413
6,9414
2,9415
2,9416
6,9417
6,9418
7,9419
0,9420
2,9421
0,9422
5,9423
0,9424
0,9425
0,9426
1,9427
0,9428
0,9429
1,9430
0,9431
7,9432
0,9433
6,9434
6,9435
0,9436
0,9437
6,9438
0,9439
6,9440
0,9441
0,9442
0,9443
1,9444
0,9445
0,9446
0,9447
5,9448
6,9449
0,9450
6,9451
0,9452
0,9453
0,9454
0,9455
0,9456
0,9457
0,9458
0,9459
5,9460
0,9461
0,9462
2,9463
0,9464
2,9465
0,9466
1,9467
6,9468
0,9469
6,9470
0,9471
5,9472
6,9473
0,9474
0,9475
2,9476
6,9477
6,9478
5,9479
5,9480
0,9481
0,9482
2,9483
0,9484
6,9485
0,9486
0,9487
0,9488
0,9489
5,9490
0,9491
0,9492
0,9493
0,9494
0,9495
3,9496
0,9497
6,9498
5,9499
6,9500
5,9501
6,9502
6,9503
0,9504
0,9505
1,9506
6,9507
0,9508
0,9509
8,9510
0,9511
6,9512
6,9513
6,9514
0,9515
2,9516
3,9517
0,9518
0,9519
7,9520
5,9521
0,9522
0,9523
